text,score
" SQ Silver Kris Lounge in Changi T3 was as good as normal, with excellent food choices and good seating. The flight itself was uneventful, despite a slight delay on departure. The flight was quite bumpy for sometime over Japan, which was expected and announced by the captain. Though this had nothing to do with the airline, I realized that American carriers tend to change route and altitude when encountering turbulence, while Asian carriers seem just to go through that, and I experienced that quite consistently. I ordered my meals through book-the-cook, and the Boon Tong Kee chicken rice was underwhelming, while the lobster thermidor was nice. Service was excellent as expected. Wi-fi was complementary for J passengers, and it worked quite well.",1
"  Edinburgh to Male via Doha return in Qatar Airways business class. Everything about the experience was excellent both on the ground and in the air. Great food and drink, comfortable seats, wide range of entertainment and punctual flights. The dedicated Qatar Airways arrivals lounge for premium passengers at Doha was new (to me) and worked very well.",1
"  Amsterdam to Bangkok via Istanbul. I wont book again after the conditions I flew in. Food: tasty. Over the average for an airline. In-flight entertainment: large variety of movies. Cabin crew: negligent and sloppy, to a frustrating level. So many episodes where they disregarded very simple requests from passengers or (worse) caused problems due to their disorganization.  Gate crew: at the check-in I chose a spot that would allow me to easily access the bathroom, that I need for medical reasons. At the gate the seat got striked through and I have been re-assigned, no explanations provided. When I asked for the seat to be changed to an aisle seat, I have been told by the cabin crew to temporarily sit on the assigned seat. After take-off, my request got ignored for the whole flight, regardless many seats were empty. Seats extremely unconfortable and impossible to sleep in (very old plane for a 10h flight). Mine was even broken so I could not sleep at all. Food service: chaotic to the point that some people started to serve themselves due to the fact that their requests were disregarded or forgotten. Overall a very bad experience that leaves me confused at how this company won any awards. At first I also gave it the benefit of the doubt that's why I waited to write the review but the return flight confirmed all the negligent behaviors I saw on the departure flight. Other airlines offer very similar prices and the cons don't make up for the flight conditions you will experience.",0
"  Singapore to Paris. My husband and I chose Singapore Airlines for the first time to visit my brother who lives in Singapore. We thought it was one of the best company. Unfortunately, it has the worst customer service we’ve seen. Our return flight from Singapore to Paris was delayed by 3 hours so that we missed the connecting flight with Air France in Paris. All the flights to go home were full for the following 2 days. We had to buy by ourselves 2 train tickets (188 euros) to go back home. Our Air France tickets that we couldn’t use because of the delay were non-refundable. So we lost 246 euros because of SIA. After several mails to SIA (because they don’t reply to emails), the company doesn’t deign to pay 246 euros to compensate us. They only want to pay the difference between the train tickets end the Air France tickets (52 euros). Not logical. Plus, they don’t want to spend money to reply with postal mails. Only answers by email. Singapore Airlines don’t have consideration for their customers. They don’t take responsibility when their delayed flights have consequences on customers.  We will never fly again with Singapore Airlines.",0
"  Doha to Chicago on 30th April. Evasive phone numbers, and no customer service email address? Their policy states that if a flight is set back more than 3 hours, other than weather, or an act of God,  you will be refunded. After having to offload and reboard a second plane totalling nearly 4 hours, one would think you'd be compensated. Especially after missing the next flight, and setting me back another 9 hours. After countless hours trying to get someone that will actually listen you hear the words, we are not responsible, nor refundable. The rudeness and evasive accountability is astounding. ",0
"  I really cannot praise Qatar Airways enough for this trip that started from a deserted Melbourne Airport and finished in Madrid . The boarding was done in a very quiet and systematic way and we left on time. Dinner was served with wine and was excellent and then the hostess puta soft mattress on the bed which already had a very nice soft pillow and it was happy dreams for the next 8 hours. A couple of hours before landing in Doha a nice breakfast was served and we landed on time. Better things still to come .. the transit to the flight to Madrid was achieved by simply walking to the departing gate without having to go through the hand luggage and passport checks again. The 8 hour flight to Madrid was in a A350-900 which was comfortable but the seat was less private. Everything was wonderful except the crew may have been just a tad over attentive. Still,the plane arrived on time. I paid for this flight with a voucher plus an additional 10% from a cancelled flight with Qatar. Qatar had also repaid to my credit card a fare from another cancelled flight so I must applaud their integrity . Thank you Qatar!!",1
"  Singapore to Madrid via Dubai. This is our first flying with a Emirates and I would say this is one of the worse airlines I have been. Traveling as a family of four with two you g children; we were told That we will be seated together. To our dismay our seats were separated. We were seated at the window and aisle with a stranger in between. When we raised our concerns, the staff just gave us a shrug and said that we could speak to the person and asked if they would like to change exchange their seats so at least both my kids could be seated with me. Every other airlines would be more than happy to help us in rearranging the seating arrangements and will be the ones doing the asking. However, Emirates staff were just too busy gossiping in the galley to care much about the comfort of their passengers.",0
"  Malta to Istanbul return. First time with Turkish Airlines and very impressed. The Boeing 737 to IST was new and spotless. Crew were friendly and the inflight service good. Food was impressive for a 2 hour flight and alcohol poured from a large bottle, so good measures. On the way back slightly older A319 but still spotless. Again excellent service and landed early on both flights. I will choose Turkish again.",1
  Seoul to Brisbane. I would like to comment on the high quality of service during the flight and especially mention one of the cabin crew who was most helpful (born professional) Thank you. Next trip with Korean air.,1
"  Excellent seats and service although the A380 does not have Q suite seats. I don't see how anyone surpasses Qatar's business class. The flight attendants, food, cleanliness of the aircraft were all unbeatable.",1
  The flight departed a little late. Boarding was organised. Had Aisle seat 84C which chose and paid for At booking. Gluten Free meal served early and cabin crew checked name and request for Gluten free. Best Gluten Free meals on any airline. The cabin crew on this flight worked nonstop. Water and soft drinks between meals which was good. One cabin crew stood out on this flight she was constantly attending passengers needs and had a bright energetic personality. My husband and i arrived slightly late into Brisbane but safely. First flight of 14 hours which i never felt jet lagged and flown this flight many times put it down to only drinking water with meals whole flight.,1
"  I was traveling with a baby with reduced mobility. Therefore, my husband enrolled me in a wheelchair which is clearly written in the ticket. But they declined my wheelchair at the Istanbul Airport. As a result, I was unable to take a flight from Istanbul to JFK. I did not have an international SIM and I was stranded in Istanbul. They declined my request to communicate with my husband even in this scenario. This is an extreme example of cruelty. The customer service was extremely rude and took an opportunity to get money. They were demanding $3000 for a ticket back to Dhaka each which is six times higher than my original ticket price from dhaka to Istanbul to JFK.",0
" London Gatwick to Islamabad via Dubai. My first time on Emirates. I had heard good things about this airline in the past so decided to give it a go. Baggage drop-off at Gatwick was fine. The gate at Gatwick was horrible, a small space to accommodate all economy class passenger of an A380. Most of us had to stand for a long time before boarding commenced as the seating at the gate were totally inadequate. My seat on the A380 was comfortable but the IFE did not work. The seat would not recline either. The stewardess tried to help but ended up apologizing for the broken IFE and seat. The meal service was good and the quality of food reasonable, however, the portion sizes were very small. The flight from Dubai to Islamabad was not good at all. Boarding at Dubai was chaotic, Most passengers were not allowed to take their hand luggage on board with them as according the staff at the gate the flight was full and there would not be enough space on the plane for hand luggage despite the fact that most people had just one item of hand luggage with them. The boarding process took a long time and the gate staff didn't seem too bothered. The seats on Boeing 777-300ER were extremely uncomfortable, the legroom was very tight and the seat width was also very cramped. Shortly after boarding completed, the cabin lights were switched off with on the screens and seat belt signs providing any light. The captain announced that we would be delayed due to heavy traffic along our flight path. No cabin crew were around to answer any queries and any calls for them were ignored. We eventually left Dubai over an hour late. The rest of the flight was unremarkable. The crew were not very friendly and didn't seem too bothered. The breakfast was ok but again the portion size was very small. After landing the I noticed that most of the cabin crew seemed absent with only one stewardess standing by the door. She did not bother to smile or say goodbye to anyone.",0
  Tokyo Narita to Casablanca via Dubai. I really appreciated my flight with Emirates. The seats were really comfortable and the food was very tasty. Altough the ground service was not very good. The inflight staff was helpful and kind and it was really good.,1
"  Auckland to Cape Town via Doha. Just wanted to the ground crew at Auckland Airport for their fabulous service today, helping to get my sister-in-law checked in and upgraded with my Qmiles, she was absolutely delighted thank you. We have flown to Europe and back twice with Qatar Airways now in recent years (Business Class), and they are very much our airline of choice, and the most comfortable way to travel what is one of the longest routes in the commercial aviation world.",1
"  They cancel our flight and push us to an 8h earlier flight, and notify us last minute by calling us internationally about the change. Their customer service put us on hold for more than half of the 25 minute call, something that could have been done online for free, but they found it necessary to call. They even didn't offer food and beverage vouchers to cover the extra 8h on Singapore Airport. Their ground staff was sending us from one side to the other without a solution. After trying to get in touch with them it took 1.5 month to get a reply saying they don't care. Also transfer was unclear as the gates were closed until very close to departure. My inflight food was very bad, and in-flight service almost non-existent. You had to go to the kitchen area to ask for some drinks. In-flight entertainment was good with many recent movies. I will never fly again with Singapore Airlines after this.",0
"  Late night flight from Haneda to Kuala Lumpur. The cabin crew were fantastic and the cabin was clean. The seats were comfortable and amenities provided were also sufficient. However, the midnight snacks and the meals can be further improved. Also compared to other airlines, ANA inflight entertainment is very limited.",1
"  KE124, Brisbane to Incheon (A330) and KE867, Incheon to Ulaanbaatar (A330) with Korean Air. An uneventful flight which began with a quick check-in where I was recognised as an Alitalia Millemiglia Ulisse member with priority-check in and boarding. The flight itself was smooth until we were half-way into our journey from ICN to ULN when turbulent weather delayed the food service. The meals from ICN to BNE where a mixture of Asian and Western cuisine, while the food on the ICN to ULN leg were entirely Asian cuisine, comprising of chicken or beef with noodles. Overall, the food was of good quality. As for the IFE, I found the options to be reasonably plentiful to keep me occupied for the entire 15 hour trip. I would fly with Korean Air again.",1
"  The fare was through the roof but we had no choice as no other airline serves the route except Etihad and their connection times are ridiculous. The flight was on an older A350 and the age was clearly showing, the cabin staff seemed stressed and the food was limited for choice. No QSuites just the old configuration the airline is stretched because of lack of equipment. ",0
"  No staff at the transfer desk to issue boarding pass. I was told to proceed to the boarding gate for service. After one hour of waiting in a queue, several people including me were finally get their passes. While we were lining up, many travellers (probably first and business class) cut the queue to insist on going to the aircraft first.  From what I feel, they need a bigger crew to service the A380. Staff avoided eye contact with me to speed up their service. Food was not ready for the first meal. I had to wait half an hour for my main meal after finishing everything else. I was not offered a drink and when I asked, they signalled me to wait. I waited for another half an hour without any drink from the crew yet the guy two rows in front of me asked for a refill and was offered immediately. Second meal was a total disaster, it took an hour for our cabin to be served. To the point that, many people who were already served, they expected their trays to be cleared but nothing happened and many people took the matters into their own hands by bringing trays to cabin crew. Drinks were offered and served very minimally. I can confidently say it because my second flight later with an A350, it was a joy again. Everything ran on time. Polite and civilized boarding. No late service. I still can feel a drop in service as compared to pre-pandemic time.",1
"  Sydney to Singapore with the A380-800 was a pleasant experience.  Aircraft is fully equipped with the right entertainment and facilities for a long haul flight. The strong point of the airline remains with the cabin crew who did an efficient and friendly job managing the cabin. The catering however, was a major let down as there was no International option and the breakfast was merely a muffin, which is a pathetic excuse for what is marketed as a ‘continental breakfast’. Ground staff at both ends were remarkable.",1
  I give Qatar Airways the best review one can ge. Super service on the flight and in the lounge. This is the airline I will use as often as I can for the future. Thank you!,1
" Paris to Calgary. My return flight from Paris was supposed to be 5pm. However, 10:45 am someone called from Air France saying the flight was cancelled (regular business practice to save money) she only gave me an hour and half which was not enough to go through security and tax refund. So I called back and she gave me another flight one hour later but kinda threatened me that it was the last flight they offered. I thought that was rude since they are the one that cancelled the flight. Long story short I just had enough time to get on the plane. This airline charges more but offers less service which is not right",0
"  Athens to Newark. On a scheduled 11 hour flight from Athens, not once except with meals were refreshments offered, including water, and beverages, etc. This was a flight during daylight hours so the cabin crew did not have a reason to not offer drinks. When a person requested a beverage it was obvious that the cabin crew was annoyed with the request, even though their ads on the inflight entertainment was stressing to stay hydrated during the flight. This was just the opposite of our experience on Singapore airline where the cabin crew came through about every 30 minutes offering drinks, sandwiches, fruit and candy bars including Toblerone candy bars. I was surprised n the difference in service between Emirates and Singapore Airlines. We encountered the same lack of service from Newark to Athens as we did on the longer return trip.",1
"  Mumbai to Dublin via Istanbul. Never book Turkish airlines if you are traveling to Dublin from Mumbai. If the flight gets delay from Mumbai, they don't have any other options for you. They will straight forward ask you to stay in hotel in Istanbul. They do not care for any for your time loss. No decisions has been made from airlines crew within time. They kept me waiting for more than 3 hours.",0
" I was impressed by the airlines efficiency, starting from Houston IAH airport at check-in and further on the airport. They opened the check-in about 4 hours before the flight and in about 20 minutes since arriving at the airport I was up in the lounge, having checked in, passed immigration and security checks. The flight attendants did a very good job during the flights on both legs, it seems they take their job very seriously. Checking the passengers, baggage compartments, emergency exits was done several time by the flight attendants as a matter of safety (more times than I've seen with other airlines). During the flight they wandered around serving refreshment drinks and sandwiches and since I had trouble sleeping, I've seen them a lot. The seats were comfortable in economy on both flights and I was actually expecting worse conditions after reading some reviews before the flight. The seats were indeed suitable, especially since I'm a bit overweight. There was wifi on board both flights however I did not use it. The entertainment system did not have as many choices as on other airlines, but the fact that I did not see any advertising made everything a pleasant experience. The airport in Taipei was a bit crowded, but the lounge was nice, clean, properly supplied and overall the experience was very good.",1
"  Singapore to Warsaw via Paris. I was surprised by the new Boeing 777 interior. It's very modern and comfy. Full HD IFE is great, however there aren't many Hollywood movies, mostly french. Food was delicious, but the portion was rather small. During the flight drinks and snacks were available. On the way from Paris to Warsaw there was only a drink and small cake. In my opinion it's too little for a full service airline as Air France.",1
  Flew Emirates from Bangkok to Dubai. I enjoyed my flight. Check in and boarding was quite easy. The service was very friendly. Perhaps they could have offered some more food after take off when drinks were served given it was a 6 hour flight. All they offered was a small savoury snack. Breakfast however was excellent. The A380 was very comfortable.,1
"  
My outbound flight was from Singapore to Oslo via Doha. The transfer at Doha was a rush because the flight from Singapore was delayed. I had to board a bus to get to the terminal, go through security screening and run across the terminal to the boarding gate to catch another bus for the connecting flight. They failed to transfer my check-in luggage at Doha. I arrived in Oslo at about 1.30pm and reported that my luggage was missing. The ground handling (SAS) representative told me that my luggage was  in Doha and that it would arrive the next day. It did not arrive the next day. I tried calling their representative at the airport, but I could not reach them.  No one from Qatar Airways or SAS called me, even though they have details of my hotel and phone number. Eventually, my luggage was delivered to my hotel 55 hrs after I arrived in Oslo. I have written emails to the airline to ask how I can claim compensation, but each time I only received a reply saying that the matter is being handled by their airport counterparts and to wait for these airport personnel to reply. It has been 17 days since the incident, and there has been no word from these people. ",0
"  Flew Incheon to Singapore. The best thing that Korean Air offered was a rather comfortable seat with ample leg space. Inflight entertainment and food were decent, albeit not the best. Flight attendants were rather polite and helpful, although I was rather unhappy that the flight attendant serving me failed to enquire me on my preferred choice for dinner. There were 3 meal options - A, B, and C. For option B, we could choose between beef and chicken. Instead of listing them out for me, like she did for the passengers next to me, the attendant took the shortcut by asking if I was okay with option B. On hearing yes, she handed me a serving of option B with chicken in it, showing no interest at all that I might be more keen on having beef instead.",1
"  Vienna to Riyadh via Istanbul. Biggest problem with this airline is its home airport. Istanbul Ataturk has huge capacity problems. Because of that most flights are delayed and there are no places to sit while waiting for a delayed flight. Then really amateur services kick in when the employees start calling for all passengers to group in the back of the room for passport check only to move again to the front after that for the boarding. The fact that I booked extra legroom seat and a plane was changed without any notification (resulting in regular seat) only adds to an unpleasant experience. This was not a low-cost flight, but services appeared so. Food and on-board services won't fix these problems.",0
"  Flew Barcelona to Goa via Doha. We booked seats but the plane class changed, meaning we did not have seats in place where we booked. The entertainment system was good with excellent choice. The food was the same for each leg of flight and was poor quality.",1
"  Singapore to Melbourne. I have not yet taken the flight but the customer service is horrible, I regularly have to wait up to 30 minutes to be talk to a representative for any purpose. I am trying to reschedule my ticket for a solo trip (10 days) from April 2020 to June 2020, which supposedly should not cost me any change fees for changes up to 30 June (as per the first representative I spoke to) because of the COVID-19 outbreak, but this is not reflected on the 'Manage My Booking'. I've been on hold for the part 31 minutes, waiting to speak to the representative, and this isn't the first time I've waited this long. Most accommodation and travel websites are allowing full refunds (like Airbnb, bless them), whereas I was kindly informed by Emirates that they would still charge me SG$400 for cancellation despite the extenuating circumstance that neither is my fault nor something anyone could have seen coming (As of 16th March, Australia's government implemented a 2-week isolation period for all international passengers, making it financially infeasible to make the trip). Customer service is beyond horrific, don't expect any sort of good treatment or understanding of your situation.",0
"  Budapest to Rabat via Paris. In Budapest I was requested to leave my hand luggage to be checked through to Rabat. I've tried to obtain some explanation from the ground staff, they didn't offered me any sort of logic explanation, they just said that they need to checked in. The service from Budapest to Paris was really disappointing. In Paris there were 40 min delay, no explanation. Seats in the flight to Rabat were dirty, food average. One positive thing about the flight was the cabin crew, very friendly. If I would have recommended or flying again with Air France, only if there is no other option, otherwise I will avoid in the future.",0
  London to Bangkok via Dubai. Such a terrible service. Not sure if they even know the word customer service. Couldn’t check in online due their website not letting me and one I finally managed to check in at the airport I’m put on Standby. After speaking to several airline team members from Checkin desk all the way through no solution was offered at all. Even worse I was pretty much told tough luck and try once you get there.,0
"  Perth to Singapore. Dirty tray table, bad cabin crew, poor special meal. During the day flight the window shades on empty seats were up and cabin crew were not bothered to pull them down and a couple of passengers went to do it themselves in front of the cabin crew who just started blankly and didn't do anything about the remaining blinds that were up. On the way to Perth from Singapore I was given the dessert despite being on the special meal but on the return flight, the steward proceeded to pass it to me but then retracted his arm back when he saw I was on the special meal, and no explanation was given. It was not any vegetarian meal as well but why is there no consistency? Worst thing was there was no explanation and he just walked away.",0
"  I noticed that Qatar Airways take good care of passengers more than passengers themselves with an utmost effort to treat every passenger as if he was the only passenger on the flight. Their safety measures especially during COVID-19 crisis is so professional yet so comfortable. I always used to travel business class especially for long distance but once I tried their economy class, honestly not a big difference cause both are considered high class to me.",1
"  Gatwick to Istanbul. Terrible Check in counter at Gatwick South Terminal, not aware of latest rules, lack of professional competence, lack of knowledge, not focusing on client.",0
" Bangkok to Hong Kong. Overall quality is steady from a possible early checking (3h30) to the lounge, plane and service onboard The only thing is within this short 2h30 flight, you don’t have the chauffeur service.",1
  My flight from Sydney to Doha was delayed for 16 hours because of technical problems.  The staff said I'd get my accommodation and transport fees covered but I have got nothing. I had to spend an extra night of layover in Doha and I got no hotel arrangement even though Sydney staff said I would. I would not have taken the delayed flight if I knew U had to suffer an overnight at Doha airport. ,0
"  I bought a very cheap return flight from HKG to CDG via IST for my summer holiday. There was one minor schedule change before the outbound flight but this wasn't inconvenient (departure was brought forward by 40 minutes). Document checks at the check-in counter and the gate were efficient. Upon boarding the aircraft, the crew handed out a Covid hygiene kit that included a quality face mask, small bottle of gel and some wipes. Turkish Airlines is making a big play of its safety precautions, with dedicated videos and the kit. The crew were professional and friendly. Dinner and breakfast were very good - main meals come with a small serving of hummus, which is very pleasant. Transfer at Istanbul airport was easy and worry-free. The IST-CDG flight was packed, but service standards were still good. On the basis of flights flown, Turkish Airlines didn't disappoint. My return flight scheduled on August 7 was first subject to a ""schedule change"" to August 22 four days before departure and then cancelled altogether, which obliged me to make alternative arrangements - which I was going to do anyway to navigate the constantly changing Hong Kong entry and quarantine requirements. Hopefully there will be a partial refund at some stage.",1
"  I flew from Amsterdam to Phuket (return Bangkok to Amsterdam) via Doha in Business Class. All in all a very satisfactory experience. Ground crew in Amsterdam did a wonderful job despite long queues at the security check. At BKK business class passengers could use the fast track through security and immigration. From check in to lounge in 20 minutes. I had 2 flights in the marvellous qsuite. It provides maximum privacy. The other flights were also very good as all seats provided privacy, sleeping comfort and aisle access. The cabin crew provided excellent service on all flights. It's was truly a premier experience.",1
"  My mom and I recently flew from Taipei to Los Angeles with EVA Air, on Tuesday, August 15th 2017. Flight BR12. Boarding at 19:20. During this flight, everything was impeccable, food was delicious, and the flight attendants were very friendly. However, the one thing that stuck out to me the most was, while my mom and I were going through security, she accidentally left her camera bag at security, and did not realize she left it until we were boarding the plane. We decided to go back to the restaurant we ate at, to see if it was there, and it wasn't. So, we decided to just leave the bag and board our plane, since we were already late. While sprinting to our gate to make it in time, she asked some flight attendants to see if they could help her find it and deliver it to LA, where we would land. And they called back to security, and helped us track our bag, and even had the plane wait 7 minutes. Thank you for helping us track our bag, and for being extremely patient with us.",1
"  Seoul to London. Pleasant in-flight attendants and good quality food. However, the seats are somewhat out of date and the airport check in staff, even in the Premium Check In Zone is very rude.",0
"  Bangkok to New York via Hong Kong / Vancouver. Great staff on ground and in air. On my previous trip to NYC it got canceled due to airlines fault and was given compensation and rebooked via another airline (Etihad via Abu Dhabi), during whole process was shown respect and patience, can't be easy dealing with hundreds of angry travelers screaming but ground crew did an amazing job. On this flight: the check in process was quick and efficient and boarding was organized and fast. We left 10 minutes ahead of schedule going to Hong Kong on the A350. The connection at Hong Kong was alright, nothing special. The next segment was to New York JFK via quick stopover/security screening in Vancouver. During this flight the seats were very comfortable for the 12 hour flight and entertainment had plenty to chose from. The meal service was some of the best I've experienced and was offered snacks and drinks throughout the flight. The crew were very attentive and quick in their service. Overall great experience with Cathay Pacific!",1
" Manchester to Istanbul via Bangkok. Flew from Manchester to Bangkok via Istanbul the first flight from Manchester to Istanbul was in economy and whilst I was upset at not being upgraded as I believe I should have nevertheless it was a great experience. The cabin crew were lovely, the food was very good and the cabin comfort was good. The second flight from Istanbul to Bangkok which was upgraded to business class was outstanding. The cabin crew were friendly and they worked very hard due to a full cabin. But it's the food which was outstanding, plentiful and very tasty. My only negative comment about this flight relates to the out of date seating layout of a 2-2-2 configuration. I much prefer a 1-2-1 layout. Other than than I was delighted with my flights. Very highly recommended",1
"  Terrible. When booking seats on the airline’s website, it was shown that row 24E would have extra leg room. Therefore I purchased it for 34USD extra. However, upon boarding of the plane it showed that row 24E was actually behind row 23 (the actual row with the extra leg room) and they refused to compensate for the cost when contacted about this error. Never booking with Turkish Airlines again. Also very stingy and charged for wifi even on long flights.",0
"  Doha to Geneva. Excellent service from start to finish. I heard great reviews about this airline before, but I felt it with above and beyond what I was expecting. It’ll be my first choice airline to fly with going forward.",1
  Horrible experience with Turkish Airlines ground staff. The worse customer service. We were Flying from Ljubljana via Istanbul to Qatar with layover in Istanbul for 12:05h. When I went to customer service information desk and inquire about my entitlement for the layover time the agent was very rude and she told me that my layover is only 11:45h and I only can get a food vouchers. I try to prove that she is wrong but she refuse to listen to me and she stand up and start argument with me asking me what is my problem. My husband who stood behind start to record her behavior as well the behavior of the supervisor who I ask to speak with. The supervisor refuse to talk to me and she literally send out of the counter two man who came to my husband face and start to threaten to us “if you don’t erase immediately video they will call police and as well we will deboard you from next flight”. They not only push in to my husband face they did the same with me and make our child cry who was terrified watching the scene. One of the man ask me for the flight tickets and when I handed over to him he rip them ... there was a lot going on until we decide to erase video that capture their misbehavior. ,0
"  This airline is an absolute nightmare. I do not recommend it to anyone. If you get a hold of customer service every single representative will have a different answer for you. I called to ask about changes to a flight for my husband and I together.  I only wanted to know the cost before booking. In the process the representative booked my husband's flight for a different date without permission. The call then dropped and I had no idea he did this. I waited for the representative to call back and he did not. I called back and told them my ticket number to find out ""your husband's flight has been booked for July 6th now"" I was shocked. I told them that I did not make this change and they told me to put in a feedback form complaint. For which I have not heard back. I told them I do not want the change. We want to fly together as per the July 10th flight. They made us pay more $$$ just to change the flight back to the original. If I did not pay $$$ within 72 hours they would cancel his flight and there would be no refund no nothing. This airline is so lost its unbelievable. They're all on different pages. Every time I call to get any kind of information they all give me different answers! Every time you call it is like a lottery system, you never know what the response will be. One person will tell you ""You can change your flight for 3 dollars"" while another person will say ""The flight change will be $300 dollars."" One person will say ""Fully refundable you get all your money back"" another will say ""Penalty on each ticket"". One person will say ""Refund will process on to your card in 1 week"". Another person will say ""The refund will be only in cash and will take 2-3 months and you have to pick up."" How will I pick up if I am leaving the country? Nothing adds up with this terrible company. I advise you to stay away. We are cancelling both my husband and my ticket although we will lose money just so we will not have to fly with this airline. We are even cancelling our Istanbul trip as I cannot stand traveling with these people or dealing with them anymore.",0
"  My first time travelling with my family to Europe with Qatar Airways and it was long route from Sydney to Paris via Doha and I was grateful that I flew with this airline. Despite the long flight duration, it was a truly comfortable journey for me and my family. The seats and on-board services from the staffs were excellent. The foods were by far the best in-flight meals that I ever had. I was impressed of how Qatar prioritise child passenger and how the staffs interact with kid so sincerely. Transit in Doha was OK, nice airport but not many options for foods. But it was OK because the flight service gave us everything that we need. The only disappointment was the ground staff in Sydney airport. We were denied check in the flight to Paris because I had a Schengen visa issued by Switzerland. But the manager in-charged sorted it.",1
" Shameful exploitation. As a seasoned world traveller, I have flown with pretty much all of the main carriers, and I’m pretty sure I flew with Cathay Pacific around 23 years ago to Singapore. So for my upcoming trip to Phuket via Hong Kong we chose to fly with them again (not much choice to be honest!). Having paid a considerable amount of money to fly with Cathay Pacific this time around, I was horrified and extremely disappointed that to reserve seats so that my wife and I could sit together on the 4 flights I had to pay £197.60. This is absolutely daylight robbery! How can they justify this much money for reserving 2 seats! It costs them nothing… they have already taken 1000’s of pounds for my flights and there is no additional administration needed because its all done via computer (if fact I received confirmation of my reserved seats straight after I’d paid the additional £197.60). It seems to me that they are exploiting a captive audience and playing on the fear of their travellers not being able to sit together on these long haul flights. Shame on you Cathay Pacific! This will be the last time I ever fly with CP, and I will make it my mission in life to inform my many 1000’s of contacts worldwide to do the same! Note: The date of my flight is the 5th of March 2024, so that I could leave this review I chose todays date.",0
 Singapore to Colombo with Singapore Airlines. The check in has been fully automated. You have to tag your own baggage and no staff is around to assist. Crew is quite rude and didn't care much about the passengers. Food is bland and the service is not that good. Wouldn't recommend. I think Singapore Airlines is losing its quality.,0
"  It is unbelievable how the managers of Turkish Airlines managed to find a tricky way to receive cash and exploit the poor customers in pain to find a way to get to their homes during the startup of the pandemic. Turkish Airlines was one of the very few companies still allowing people around the world to look and book for flights, they would apply full charge to the credit card for flights which they knew would never be allowed to take off. Few days before departure they would claim COVID state restrictions to cancel the flight and offer all kind of compensations except of returning the stolen cash. I have tried to apply for standard refund (money back) from MAY to SEPTEMBER and initially they were asking to wait 2 months after flight restrictions have been lifted and after it happened they now answer they won t take any request of refund which is filed later than August 16th. Customers do not have any mean to defend their rights, the airline can only be contacted via contact form, the last one i have submitted did not even get a reply. I hope this is the last money the airline could unlawfully steal from poor users.",0
"  I decided to fly Emirates again after having a very unfortunate first experience with them a few years ago. Well what I can tell now from 4 flights with them is that they are a hit or miss airline. Some crew members will be friendly and professional others on the same flight will be rude and careless. What others have mentioned on these reviews is true, they will run out of meals option easily and you will have to settle with leftovers if you are seated at the rear. I have noticed the aircrafts are becoming very overused, some had broken features and a funny smell. The food is very basic if compared to other premium airlines. I would say Emirates is still a viable option if the price is right and they offer a lot of connections, but they are not my first choice airlines if other middle eastern carriers are in the game.",1
"  Seoul to Toronto. The staff is efficient, fast and friendly. The food is excellent.  Korean air is my favorite one. Even the boarding is amazing.",1
" We had an exceptional flight with Emirates from Düsseldorf to Dubai. The service on board was on point, the staff were friendly and helpful. The A380 was modern and it offered a lot of legroom. The inflight entertainment was amazing and offered a lot of new movies. Only the wifi on board was a negative on this flight.",1
"  I had an unpleasant trip back to Singapore from Hong Kong. Firstly, the boarding time was 7.15pm. We ended up boarding at 7.30pm. Secondly, the cabin crew were not that friendly. Thirdly, the whole entertainment system was down about 3/4 of the time. Yes, they compensated us with a $75 gift voucher but the fact is this was my first time with Singapore Airlines and there were so many problems. Before take off, the TV that was supposed to show us the safety procedure was disrupted by a technical error. The food was not that tasty compared to Korean Air (who I was flying from Korea to Hong Kong). The ticket I bought was cheap but I believe service could be better.

",1
"  Apart from my Mileage Plus problem, the IFE, crew attitude and food were amazing. They mostly gave me Salmon for my seafood meals. They were also willing to answer to my curiosity about the laughter coming from the rear galley. Another problem encountered was the Wi-Fi because I had to pay for it. However, neither the Wi-Fi nor my Mileage Plus problems were as big as the problem encountered in 2014. I can say, quite a big improvement in service from 2016. All in all, the problems (Mileage Plus & Wi-Fi) were much smaller",1
 Melbourne to Ho Chi Minh City via Hong Kong. One of the best airlines I have flown with. Bit pricey but you get what you pay for. Cathay Pacific has really great customer service. Seats very comfortable and I slept like a baby. Leg room very sufficient and a great food menu on-board. Up there with Singapore Airlines to be honest. Would highly recommend.,1
